Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
Van Buren Public Transit,Bangor,MI,5R03-069,5R03-50383,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,18,DR,DO,15,,$1.58 ,,0.03 ,,$59.46 ,,1.3 ,,$47.03 ,,$0.00 ,,,"$55,781 ",,"$1,662,472 ",,"35,348 ",,"27,959 ",,0 ,,"392,978 ",,No,,,,,,
"Monroe County Commissioners, dba: Rural Transit ",Ellettsville,IN,5R02-020,5R02-50308,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,18,DR,DO,15,,$1.56 ,,0.04 ,,$58.33 ,,1.3 ,,$43.56 ,,$0.00 ,,,"$45,682 ",,"$1,274,148 ",,"29,253 ",,"21,845 ",,0 ,,"310,688 ",,No,,,,,,
Nassau Council on Aging,Fernandina Beach,FL,4R02-007,4R02-41114,Private-Non-Profit Corporation,Rural Reporter,0 ,18,DR,DO,13,,$0.54 ,,0.01 ,,$42.42 ,,1.1 ,,$38.75 ,,$0.00 ,,,"$12,561 ",,"$900,198 ",,"23,228 ",,"21,221 ",,0 ,,"249,271 ",,No,,,,,,
Warren County,Belvidere,NJ,2R01-014,2R01-20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,18,DR,PT,13,,$6.90 ,,0.16 ,,$79.67 ,,1.9 ,,$42.94 ,,$0.00 ,,,"$126,528 ",,"$786,844 ",,"18,326 ",,"9,876 ",,0 ,,"168,256 ",,No,,,,,,
"City of Thousand Oaks, dba: Thousand Oaks Transit",Thousand Oaks,CA,9165,90165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,811 ",18,DR,PT,13,,$0.00 ,,0.00 ,,$123.30 ,,2.1 ,,$59.97 ,,$0.00 ,,,$0 ,,"$2,180,633 ",,"36,362 ",,"17,686 ",,0 ,,"309,534 ",,No,,,,,,
City and Borough of Juneau,Juneau,AK,0R04-005,0R04-00391,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,18,MB,DO,13,,$0.34 ,,0.03 ,,$150.51 ,,12.6 ,,$11.94 ,,$0.00 ,,,"$166,170 ",,"$5,790,883 ",,"485,128 ",,"38,476 ",,0 ,,"564,689 ",,No,,,,,,
"City of Petersburg , dba: Petersburg Area Transit",Petersburg,VA,3009,30009,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"953,556 ",18,MB,DO,12,,$0.00 ,,0.00 ,,$86.91 ,,7.6 ,,$11.38 ,,$0.00 ,,,$151 ,,"$3,707,132 ",,"325,821 ",,"42,654 ",,0 ,,"513,500 ",,No,,,,,,
City of Norman,Norman,OK,,66341,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"103,898 ",18,DR,PT,12,,$0.00 ,,0.00 ,,$98.18 ,,0.6 ,,$165.57 ,,$0.00 ,,,$0 ,,"$2,705,099 ",,"16,338 ",,"27,553 ",,0 ,,"230,533 ",,No,,,,,,
City of Danville Mass Transit System,Danville,VA,3069,3R06-30069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,18,DR,DO,12,,$3.19 ,,0.09 ,,$87.06 ,,2.5 ,,$34.86 ,,$0.00 ,,,"$163,857 ",,"$1,793,044 ",,"51,431 ",,"20,596 ",,0 ,,"295,823 ",,No,,,,,,
"City of High Point, dba: High Point Transit System",High Point,NC,4011,40011,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"166,485 ",18,MB,DO,12,,$0.18 ,,0.03 ,,$171.29 ,,28.8 ,,$5.95 ,,$0.00 ,,,"$112,317 ",,"$3,728,432 ",,"627,120 ",,"21,767 ",,0 ,,"350,054 ",,No,,,,,,
Kalkaska Public Transit Authority,Kalkaska,MI,5R03-045,5R03-50282,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,18,DR,DO,12,,$2.42 ,,0.15 ,,$105.46 ,,6.6 ,,$16.06 ,,$0.00 ,,,"$93,049 ",,"$616,423 ",,"38,375 ",,"5,845 ",,0 ,,"105,572 ",,No,,,,,,
"City of Rapid City, dba: Rapid Transit System",Rapid City,SD,8014,80014,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"81,251 ",18,DR,DO,12,,$2.40 ,,0.09 ,,$70.17 ,,2.7 ,,$25.78 ,,$0.00 ,,,"$99,401 ",,"$1,065,824 ",,"41,350 ",,"15,190 ",,0 ,,"193,771 ",,No,,,,,,
New River Transit Authority,Beckley,WV,,30199,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"64,022 ",18,DR,PT,11,,$2.02 ,,0.05 ,,$66.88 ,,1.8 ,,$37.58 ,,$0.00 ,,,"$32,710 ",,"$609,323 ",,"16,212 ",,"9,111 ",,0 ,,"116,668 ",,No,,,,,,
"Lafayette City-Parish Consolidated Government, dba: Lafayette Transit System",Lafayette,LA,6038,60038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"252,720 ",18,MB,DO,11,,$0.31 ,,0.05 ,,$94.73 ,,16.5 ,,$5.75 ,,$0.80 ,,,"$233,162 ",,"$4,321,006 ",,"751,212 ",,"45,612 ",,"5,379,049 ",,"767,756 ",,No,,,,,,
Lima Allen County Regional Transit Authority,Lima,OH,5093,50093,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"72,852 ",18,MB,DO,10,,$0.81 ,,0.06 ,,$66.21 ,,4.6 ,,$14.51 ,,$0.00 ,,,"$110,873 ",,"$1,985,903 ",,"136,868 ",,"29,992 ",,0 ,,"476,593 ",,No,,,,,,
Muscogee (Creek) Nation,Okmulgee,OK,6T08,66170,Tribe,Reduced Reporter,0 ,18,MB,DO,1,,$0.00 ,,0.00 ,,$52.36 ,,1.0 ,,$53.14 ,,$0.00 ,,,$0 ,,"$78,756 ",,"1,482 ",,"1,504 ",,0 ,,"14,657 ",,No,,,,,,
"Town of Huntington, dba: Huntington Area Rapid Transit",Huntington,NY,2071,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",17,DR,DO,9,,$3.38 ,,0.04 ,,$165.31 ,,1.9 ,,$86.78 ,,$11.31 ,,,"$83,140 ",,"$2,135,945 ",,"24,612 ",,"12,921 ",,"188,772 ",,"169,704 ",,No,,,,,,
Municipality of Mayaguez,Mayaguez,PR,4194,40194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"109,572 ",17,MB,PT,9,,$0.00 ,,0.00 ,,$58.55 ,,1.7 ,,$33.61 ,,$0.00 ,,,$0 ,,"$1,479,712 ",,"44,022 ",,"25,272 ",,0 ,,"236,948 ",,No,,,,,,
University of Wyoming,Laramie,WY,8R05-006,8R05-80140,University,Rural Reporter,0 ,17,DR,DO,9,,$0.06 ,,0.00 ,,$54.87 ,,2.1 ,,$26.20 ,,$0.00 ,,,"$2,181 ",,"$988,670 ",,"37,741 ",,"18,019 ",,0 ,,"114,671 ",,No,,,,,,
Valley Transit,Walla Walla,WA,0064,00064,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"55,805 ",17,MB,DO,8,,$0.23 ,,0.02 ,,$95.31 ,,9.0 ,,$10.60 ,,$0.00 ,,,"$49,352 ",,"$2,285,432 ",,"215,556 ",,"23,978 ",,0 ,,"254,537 ",,No,,,,,,
University of Wyoming,Laramie,WY,8R05-006,8R05-80140,University,Rural Reporter,0 ,17,MB,DO,8,,$0.00 ,,0.00 ,,$56.44 ,,5.0 ,,$11.22 ,,$0.00 ,,,$0 ,,"$1,063,205 ",,"94,785 ",,"18,838 ",,0 ,,"142,187 ",,No,,,,,,
"Town of Huntington, dba: Huntington Area Rapid Transit",Huntington,NY,2071,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",17,MB,DO,8,,$1.21 ,,0.02 ,,$139.87 ,,2.3 ,,$61.31 ,,$12.24 ,,,"$63,846 ",,"$3,235,453 ",,"52,774 ",,"23,132 ",,"264,348 ",,"376,933 ",,No,,,,,,
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System",Upper Tumon,GU,9R05-001,9R05-90999,State Government Unit or Department of Transportation,Rural Reporter,0 ,17,DR,DO,7,,$0.40 ,,0.01 ,,$56.49 ,,1.6 ,,$36.44 ,,$0.00 ,,,"$17,411 ",,"$1,587,074 ",,"43,559 ",,"28,093 ",,0 ,,"318,321 ",,No,,,,,,
Rusk County Transit Commission,Ladysmith,WI,5R06-006,5R06-50295,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,17,MB,DO,6,,$1.25 ,,0.03 ,,$30.26 ,,0.7 ,,$46.32 ,,$0.00 ,,,"$13,529 ",,"$503,122 ",,"10,863 ",,"16,626 ",,0 ,,"176,982 ",,No,,,,,,
"City of Simi Valley, dba: Simi Valley Transit",Simi Valley,CA,9050,90050,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"125,206 ",17,MB,DO,6,,$0.00 ,,0.00 ,,$180.42 ,,4.5 ,,$39.77 ,,$0.00 ,,,$314 ,,"$4,838,152 ",,"121,642 ",,"26,816 ",,0 ,,"409,132 ",,No,,,,,,
Municipality of Mayaguez,Mayaguez,PR,4194,40194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"109,572 ",17,MB,DO,6,,$0.00 ,,0.00 ,,$125.95 ,,1.6 ,,$81.22 ,,$0.00 ,,,$0 ,,"$216,133 ",,"2,661 ",,"1,716 ",,0 ,,"12,171 ",,No,,,,,,
Jackson Transit Authority,Jackson,TN,4057,40057,Independent Public Agency or Authority of Transit Service,Full Reporter,"71,880 ",17,DR,DO,6,,$5.97 ,,0.15 ,,$78.84 ,,2.0 ,,$38.62 ,,$6.70 ,,,"$162,427 ",,"$1,050,481 ",,"27,198 ",,"13,324 ",,"156,699 ",,"178,074 ",,No,,,,,,
City of Burbank,Burbank,CA,,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",17,DR,DO,5,,$0.00 ,,0.00 ,,$386.30 ,,3.3 ,,$117.87 ,,$0.00 ,,,$0 ,,"$1,277,493 ",,"10,838 ",,"3,307 ",,0 ,,"28,491 ",,No,,,,,,
Valley Transit,Walla Walla,WA,0064,00064,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"55,805 ",17,DR,DO,5,,$0.70 ,,0.02 ,,$99.99 ,,2.4 ,,$41.93 ,,$0.00 ,,,"$15,973 ",,"$954,180 ",,"22,759 ",,"9,543 ",,0 ,,"90,996 ",,No,,,,,,
City of Bangor,Bangor,ME,1096,10096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"61,210 ",17,DR,DO,5,,$2.75 ,,0.07 ,,$44.51 ,,1.1 ,,$39.83 ,,$0.00 ,,,"$23,812 ",,"$344,407 ",,"8,646 ",,"7,738 ",,0 ,,"89,807 ",,No,,,,,,
Amador Regional Transit System,Jackson,CA,9R02-018,9R02-91000,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,17,DR,DO,5,,$8.22 ,,0.20 ,,$75.06 ,,1.9 ,,$40.35 ,,$0.00 ,,,"$34,815 ",,"$170,993 ",,"4,238 ",,"2,278 ",,0 ,,"29,793 ",,No,,,,,,
"City of Union City, dba: Union City Transit",Union City,CA,9161,90161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"3,281,212 ",17,DR,PT,5,,$1.41 ,,0.01 ,,$112.97 ,,0.9 ,,$130.27 ,,$0.00 ,,,"$10,521 ",,"$972,088 ",,"7,462 ",,"8,605 ",,0 ,,"16,973 ",,No,,,,,,
"Charlotte County Government, dba: Charlotte County Transit Division",Port Charlotte,FL,4129,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"169,541 ",17,DR,DO,4,,$0.00 ,,0.00 ,,$86.29 ,,1.8 ,,$47.32 ,,$2.98 ,,,$0 ,,"$69,553 ",,"1,470 ",,806 ,,"23,316 ",,"11,214 ",,No,,,,,,
"City of Albany , dba: Albany Transit System",Albany,GA,4021,40021,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"95,779 ",17,DR,DO,4,,$1.60 ,,0.03 ,,$107.14 ,,2.2 ,,$47.92 ,,$7.07 ,,,"$26,509 ",,"$792,533 ",,"16,537 ",,"7,397 ",,"112,054 ",,"112,793 ",,No,,,,,,
Valley Transit,Walla Walla,WA,0064,00064,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"55,805 ",17,VP,DO,4,,$5.15 ,,0.23 ,,$113.18 ,,5.1 ,,$22.21 ,,$0.00 ,,,"$39,042 ",,"$168,305 ",,"7,579 ",,"1,487 ",,0 ,,"79,043 ",,No,,,,,,
Ohio Valley Regional Transportation Authority,Wheeling,WV,3035,30035,Independent Public Agency or Authority of Transit Service,Full Reporter,"81,249 ",17,DR,DO,3,,$2.06 ,,0.02 ,,$196.25 ,,2.1 ,,$95.51 ,,$19.45 ,,,"$8,603 ",,"$398,392 ",,"4,171 ",,"2,030 ",,"20,480 ",,"31,037 ",,No,,,,,,
River Valley Metro Mass Transit District,Bourbonnais,IL,5159,50159,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"81,926 ",17,DR,PT,2,,$0.01 ,,0.00 ,,$127.06 ,,2.3 ,,$55.02 ,,$6.90 ,,,$100 ,,"$533,143 ",,"9,690 ",,"4,196 ",,"77,276 ",,"64,746 ",,No,,,,,,
Rutherford County,Rutherfordton,NC,4R06-042,4R06-40983,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,MB,DO,2,,$0.00 ,,0.00 ,,$25.29 ,,2.5 ,,$10.01 ,,$0.00 ,,,$0 ,,"$90,019 ",,"8,996 ",,"3,559 ",,0 ,,"51,388 ",,No,,,,,,
Municipality of Mayaguez,Mayaguez,PR,4194,40194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"109,572 ",17,DR,DO,2,,$0.00 ,,0.00 ,,$55.88 ,,0.4 ,,$134.70 ,,$0.00 ,,,$0 ,,"$89,574 ",,665 ,,"1,603 ",,0 ,,"16,899 ",,No,,,,,,
River Valley Metro Mass Transit District,Bourbonnais,IL,5159,50159,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"81,926 ",17,CB,PT,2,,$0.01 ,,0.00 ,,$71.93 ,,2.1 ,,$34.93 ,,$0.73 ,,,$190 ,,"$636,613 ",,"18,226 ",,"8,850 ",,"871,104 ",,"310,505 ",,No,,,,,,
"City of Janesville, dba: Janesville Transit System",Janesville,WI,5108,50108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,658 ",17,DR,PT,2,,$6.04 ,,0.45 ,,$53.46 ,,3.9 ,,$13.56 ,,$0.00 ,,,"$27,932 ",,"$62,706 ",,"4,625 ",,"1,173 ",,0 ,,"19,773 ",,No,,,,,,
City of Del Rio Transportation,Del Rio,TX,6R05-038,6R05-60152,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,MB,DO,2,,$1.36 ,,0.03 ,,$64.67 ,,1.5 ,,$43.14 ,,$0.00 ,,,"$7,330 ",,"$232,093 ",,"5,380 ",,"3,589 ",,0 ,,"39,232 ",,No,,,,,,
Onslow United Transit System,Jacksonville,NC,4227,40227,Private-Non-Profit Corporation,Reduced Reporter,"105,419 ",17,DR,DO,17,,$6.20 ,,0.22 ,,$66.44 ,,2.4 ,,$27.74 ,,$0.00 ,,,"$292,726 ",,"$1,308,961 ",,"47,187 ",,"19,700 ",,0 ,,"428,701 ",,No,,,,,,
Harnett County,Lillington,NC,4R06-019,4R06-41119,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,DR,DO,17,,$0.00 ,,0.00 ,,$36.08 ,,1.1 ,,$33.26 ,,$0.00 ,,,$0 ,,"$1,137,649 ",,"34,202 ",,"31,529 ",,0 ,,"608,769 ",,No,,,,,,
"Florida Department of Transportation, District 1 Office",Tallahassee,FL,,40271,State Government Unit or Department of Transportation,Reduced Reporter,"530,290 ",17,VP,PT,17,,$2.95 ,,0.89 ,,$17.35 ,,5.2 ,,$3.31 ,,$0.00 ,,,"$59,063 ",,"$66,394 ",,"20,044 ",,"3,826 ",,0 ,,"98,200 ",,No,,,,,,
"Yankton Transit, Inc.",Yankton,SD,8R04-021,8R04-80271,Private-Non-Profit Corporation,Rural Reporter,0 ,17,DR,DO,17,,$1.89 ,,0.16 ,,$53.62 ,,4.5 ,,$11.91 ,,$0.00 ,,,"$114,317 ",,"$721,547 ",,"60,567 ",,"13,457 ",,0 ,,"137,574 ",,No,,,,,,
Washington State Ferries,Olympia,WA,0035,00035,State Government Unit or Department of Transportation,Full Reporter,"3,059,393 ",17,FB,DO,17,,$3.27 ,,0.19 ,,"$2,458.70 ",,139.2 ,,$17.67 ,,$2.50 ,,,"$50,180,520 ",,"$270,794,003 ",,"15,326,725 ",,"110,137 ",,"108,124,700 ",,"772,797 ",,No,,,,,,
Lincoln County,Lincolnton,NC,4R06-074,4R06-40942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,DR,DO,17,,$0.00 ,,0.00 ,,$49.87 ,,1.1 ,,$46.61 ,,$0.00 ,,,$10 ,,"$1,182,175 ",,"25,365 ",,"23,703 ",,0 ,,"434,302 ",,No,,,,,,
City of  Ottawa,Ottawa,IL,5R01-061,5R01-50219,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,DR,DO,17,,$2.40 ,,0.06 ,,$41.88 ,,1.1 ,,$37.09 ,,$0.00 ,,,"$89,553 ",,"$1,381,459 ",,"37,244 ",,"32,983 ",,0 ,,"460,158 ",,No,,,,,,
Generations Unlimited,Barnwell,SC,4R07-006,4R07-41002,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,DR,DO,17,,$4.44 ,,0.16 ,,$41.56 ,,1.5 ,,$27.82 ,,$0.00 ,,,"$164,316 ",,"$1,029,816 ",,"37,022 ",,"24,780 ",,0 ,,"540,870 ",,No,,,,,,
Kankakee-Iroquois Regional Planning Commission,Monon,IN,5R02-035,5R02-55310,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,17,DR,DO,17,,$0.00 ,,0.00 ,,$50.65 ,,1.6 ,,$30.71 ,,$0.00 ,,,$0 ,,"$1,053,393 ",,"34,298 ",,"20,799 ",,0 ,,"404,908 ",,No,,,,,,
Coles County,Charleston,IL,5R01-004,5R01-50447,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,DR,DO,17,,$0.58 ,,0.01 ,,$65.26 ,,1.6 ,,$41.55 ,,$0.00 ,,,"$13,055 ",,"$935,990 ",,"22,528 ",,"14,342 ",,0 ,,"188,225 ",,No,,,,,,
Crawford County Transportation Authority,Grayling,MI,5R03-024,5R03-50503,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,17,DR,DO,17,,$1.70 ,,0.08 ,,$64.53 ,,3.1 ,,$20.87 ,,$0.00 ,,,"$115,685 ",,"$1,418,207 ",,"67,959 ",,"21,977 ",,0 ,,"364,714 ",,No,,,,,,
Hancock Area Transportation Services,Findlay,OH,5R05-054,5R05-50377,Private-Non-Profit Corporation,Rural Reporter,0 ,17,DR,DO,17,,$0.03 ,,0.00 ,,$38.76 ,,1.5 ,,$25.09 ,,$0.00 ,,,"$1,987 ",,"$1,522,102 ",,"60,663 ",,"39,274 ",,0 ,,"557,576 ",,No,,,,,,
"Cabarrus County , dba: Cabarrus County Transportation",Concord,NC,4214,40214,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,881 ",17,DR,DO,17,,$0.03 ,,0.00 ,,$54.42 ,,2.2 ,,$24.22 ,,$0.00 ,,,"$1,830 ",,"$1,271,938 ",,"52,522 ",,"23,371 ",,0 ,,"431,054 ",,No,,,,,,
"Mid-Ohio Valley Transit Authority, dba: Easy Rider",Parkersburg,WV,3003,30003,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"67,229 ",17,MB,DO,16,,$0.50 ,,0.03 ,,$86.63 ,,5.4 ,,$16.13 ,,$0.00 ,,,"$109,322 ",,"$3,498,405 ",,"216,841 ",,"40,382 ",,0 ,,"549,707 ",,No,,,,,,
City of Del Rio Transportation,Del Rio,TX,6R05-038,6R05-60152,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,DR,DO,15,,$9.63 ,,0.18 ,,$73.79 ,,1.4 ,,$52.76 ,,$0.00 ,,,"$199,878 ",,"$1,095,550 ",,"20,764 ",,"14,847 ",,0 ,,"190,711 ",,No,,,,,,
"City of Janesville, dba: Janesville Transit System",Janesville,WI,5108,50108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,658 ",17,MB,DO,15,,$1.21 ,,0.09 ,,$124.10 ,,9.7 ,,$12.81 ,,$0.00 ,,,"$338,438 ",,"$3,589,978 ",,"280,299 ",,"28,927 ",,0 ,,"440,644 ",,No,,,,,,
Rutherford County,Rutherfordton,NC,4R06-042,4R06-40983,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,DR,DO,15,,$0.00 ,,0.00 ,,$45.48 ,,1.4 ,,$33.37 ,,$0.00 ,,,$0 ,,"$791,943 ",,"23,732 ",,"17,413 ",,0 ,,"297,579 ",,No,,,,,,
Ohio Valley Regional Transportation Authority,Wheeling,WV,3035,30035,Independent Public Agency or Authority of Transit Service,Full Reporter,"81,249 ",17,MB,DO,14,,$1.08 ,,0.07 ,,$76.58 ,,4.9 ,,$15.75 ,,$4.49 ,,,"$285,227 ",,"$4,168,701 ",,"264,684 ",,"54,437 ",,"927,873 ",,"738,404 ",,No,,,,,,
River Valley Metro Mass Transit District,Bourbonnais,IL,5159,50159,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"81,926 ",17,MB,PT,13,,$0.01 ,,0.00 ,,$94.62 ,,8.3 ,,$11.38 ,,$1.48 ,,,"$5,110 ",,"$5,581,668 ",,"490,482 ",,"58,990 ",,"3,766,572 ",,"865,461 ",,No,,,,,,
"Charlotte County Government, dba: Charlotte County Transit Division",Port Charlotte,FL,4129,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"169,541 ",17,DR,PT,13,,$0.48 ,,0.01 ,,$105.32 ,,2.3 ,,$46.56 ,,$5.18 ,,,"$28,464 ",,"$2,763,460 ",,"59,354 ",,"26,239 ",,"533,501 ",,"440,428 ",,No,,,,,,
"City of Albany , dba: Albany Transit System",Albany,GA,4021,40021,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"95,779 ",17,MB,DO,13,,$1.23 ,,0.13 ,,$124.84 ,,13.4 ,,$9.34 ,,$1.77 ,,,"$510,751 ",,"$3,871,690 ",,"414,723 ",,"31,013 ",,"2,190,894 ",,"551,993 ",,No,,,,,,
City of Bangor,Bangor,ME,1096,10096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"61,210 ",17,MB,DO,12,,$1.04 ,,0.12 ,,$75.57 ,,9.0 ,,$8.38 ,,$0.00 ,,,"$392,826 ",,"$3,166,005 ",,"377,937 ",,"41,893 ",,0 ,,"554,297 ",,No,,,,,,
"City of Union City, dba: Union City Transit",Union City,CA,9161,90161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"3,281,212 ",17,MB,PT,12,,$0.49 ,,0.01 ,,$132.53 ,,3.6 ,,$37.09 ,,$0.00 ,,,"$57,462 ",,"$4,382,113 ",,"118,162 ",,"33,065 ",,0 ,,"478,778 ",,No,,,,,,
City of Burbank,Burbank,CA,,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",17,MB,PT,12,,$0.00 ,,0.00 ,,$75.83 ,,5.8 ,,$13.09 ,,$0.00 ,,,$0 ,,"$1,687,929 ",,"128,925 ",,"22,260 ",,0 ,,"209,767 ",,No,,,,,,
"City of Simi Valley, dba: Simi Valley Transit",Simi Valley,CA,9050,90050,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"125,206 ",17,DR,DO,11,,$0.00 ,,0.00 ,,$326.03 ,,3.5 ,,$92.67 ,,$0.00 ,,,$0 ,,"$1,887,724 ",,"20,370 ",,"5,790 ",,0 ,,"71,397 ",,No,,,,,,
Amador Regional Transit System,Jackson,CA,9R02-018,9R02-91000,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,17,MB,DO,11,,$1.50 ,,0.02 ,,$144.63 ,,1.7 ,,$85.21 ,,$0.00 ,,,"$18,943 ",,"$1,077,241 ",,"12,642 ",,"7,448 ",,0 ,,"145,388 ",,No,,,,,,
Jackson Transit Authority,Jackson,TN,4057,40057,Independent Public Agency or Authority of Transit Service,Full Reporter,"71,880 ",17,MB,DO,11,,$0.62 ,,0.07 ,,$68.63 ,,8.3 ,,$8.31 ,,$1.51 ,,,"$190,631 ",,"$2,545,445 ",,"306,218 ",,"37,092 ",,"1,684,199 ",,"584,407 ",,No,,,,,,
Rusk County Transit Commission,Ladysmith,WI,5R06-006,5R06-50295,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,17,DR,DO,11,,$12.51 ,,0.38 ,,$70.82 ,,2.1 ,,$33.18 ,,$0.00 ,,,"$372,834 ",,"$989,254 ",,"29,812 ",,"13,969 ",,0 ,,"341,249 ",,No,,,,,,
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System",Upper Tumon,GU,9R05-001,9R05-90999,State Government Unit or Department of Transportation,Rural Reporter,0 ,17,MB,PT,10,,$1.60 ,,0.06 ,,$46.10 ,,1.6 ,,$28.28 ,,$0.00 ,,,"$46,472 ",,"$819,881 ",,"28,988 ",,"17,783 ",,0 ,,"295,391 ",,No,,,,,,
Amador Regional Transit System,Jackson,CA,9R02-018,9R02-91000,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,17,CB,DO,1,,$3.33 ,,0.02 ,,$115.04 ,,0.5 ,,$221.67 ,,$0.00 ,,,"$2,365 ",,"$157,607 ",,711 ,,"1,370 ",,0 ,,"38,103 ",,No,,,,,,
"Mid-Ohio Valley Transit Authority, dba: Easy Rider",Parkersburg,WV,3003,30003,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"67,229 ",17,DR,DO,1,,$1.30 ,,0.03 ,,$78.64 ,,1.7 ,,$45.65 ,,$0.00 ,,,"$4,793 ",,"$168,282 ",,"3,686 ",,"2,140 ",,0 ,,"22,432 ",,No,,,,,,
Coles County,Charleston,IL,5R01-004,5R01-50447,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,17,MB,DO,0,,$0.00 ,,0.00 ,,$0.00 ,,0.0 ,,$0.00 ,,$0.00 ,,,$0 ,,$0 ,,0 ,,0 ,,0 ,,0 ,,No,,,,,,
Michiana Area Council of Governments,South Bend,IN,5149,50149,"MPO, COG or Other Planning Agency",Full Reporter,"143,592 ",16,MB,PT,9,,$0.53 ,,0.07 ,,$67.25 ,,9.2 ,,$7.33 ,,$1.26 ,,,"$175,541 ",,"$2,435,947 ",,"332,430 ",,"36,220 ",,"1,926,141 ",,"618,541 ",,No,,,,,,
