"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Transportation for Logan County","Bellefontaine","OH","50424","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"24","DR","Demand Response","DO","24","1.0507",,"0.0375",,"77.6378",,"2.7738",,"27.9895",,"0",,"65769",,"1751975",,"62594",,"22566",,"0",,"652471",
"Piatt County","Monticello","IL","50425","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"11","DR","Demand Response","DO","11","1.1331",,"0.0294",,"80.7307",,"2.0953",,"38.53",,"0",,"34438",,"1171080",,"30394",,"14506",,"0",,"390440",
"Marquette County Transit Authority","Marquette","MI","50427","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","DR","Demand Response","DO","18","1.1083",,"0.0219",,"88.527",,"1.7462",,"50.697",,"0",,"57645",,"2636955",,"52014",,"29787",,"0",,"598888",
"Marquette County Transit Authority","Marquette","MI","50427","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","MB","Bus","DO","11","0.407",,"0.0249",,"23.9971",,"1.4698",,"16.3263",,"0",,"22576",,"905650",,"55472",,"37740",,"0",,"197567",
"SEMCAC","Rushford","MN","50428","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"13","DR","Demand Response","DO","13","3.6462",,"0.1031",,"68.9351",,"1.9489",,"35.3704",,"0",,"170515",,"1654097",,"46765",,"23995",,"0",,"257078",
"Chillicothe Transit System","Chillicothe","OH","50429","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"21","DR","Demand Response","DO","17","0",,"0",,"277.4496",,"5.7402",,"48.3346",,"0",,"0",,"5089535",,"105298",,"18344",,"0",,"376858",
"Chillicothe Transit System","Chillicothe","OH","50429","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"21","MB","Bus","DO","4","0",,"0",,"167.224",,"4.601",,"36.3448",,"0",,"0",,"1635116",,"44989",,"9778",,"0",,"169351",
"Fosston, City of","Fosston","MN","50430","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"1","DR","Demand Response","DO","1","0.4957",,"0.0448",,"68.0435",,"6.1458",,"11.0715",,"0",,"6727",,"150240",,"13570",,"2208",,"0",,"19472",
"City of Platteville","Platteville","WI","50431","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","MB","Bus","PT","3","0.049",,"0.0076",,"38.5486",,"5.966",,"6.4614",,"0",,"1592",,"209820",,"32473",,"5443",,"0",,"56767",
"City of Platteville","Platteville","WI","50431","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","DR","Demand Response","PT","3","3.9364",,"0.2829",,"29.9973",,"2.1555",,"13.9168",,"0",,"111059",,"392635",,"28213",,"13089",,"0",,"113973",
"County of Kenosha","Kenosha","WI","50432","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022","76474","Round Lake Beach--McHenry--Grayslake, IL--WI","261835","4","DR","Demand Response","PT","4","2.6334",,"0.0749",,"45.0151",,"1.2801",,"35.1655",,"0",,"20809",,"277878",,"7902",,"6173",,"0",,"123756",
"Transportation Resources For Independent People of Sandusky (TRIPS)","Fremont","OH","50433","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"14","DR","Demand Response","DO","10","1.5361",,"0.0358",,"87.0435",,"2.0309",,"42.8602",,"0",,"36580",,"1020672",,"23814",,"11726",,"0",,"271180",
"Transportation Resources For Independent People of Sandusky (TRIPS)","Fremont","OH","50433","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"14","MB","Bus","DO","4","0",,"0",,"44.9645",,"1.6165",,"27.8154",,"0",,"0",,"223024",,"8018",,"4960",,"0",,"42631",
"Pickaway Area Rural Transit","Circleville","OH","50434","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"12","MB","Bus","DO","1","0",,"0",,"17.1101",,"3.4047",,"5.0255",,"0",,"0",,"30148",,"5999",,"1762",,"0",,"18879",
"Pickaway Area Rural Transit","Circleville","OH","50434","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"12","DR","Demand Response","DO","11","0.5925",,"0.0195",,"93.1466",,"3.067",,"30.3703",,"0",,"9706",,"497496",,"16381",,"5341",,"0",,"88412",
"City of Lake Mills","Lake Mills","WI","50435","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","DR","Demand Response","PT","2","2.17",,"0.1091",,"30.9633",,"1.5569",,"19.8878",,"0",,"12321",,"112923",,"5678",,"3647",,"0",,"19886",
"St. Joseph County Transportation Authority","Three Rivers","MI","50436","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"24","DR","Demand Response","DO","23","4.1245",,"0.1087",,"63.355",,"1.6696",,"37.9462",,"0",,"210340",,"1935178",,"50998",,"30545",,"0",,"622580",
"St. Joseph County Transportation Authority","Three Rivers","MI","50436","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"24","MB","Bus","DO","1","1.5309",,"0.0894",,"50.2901",,"2.9385",,"17.1143",,"0",,"10018",,"111996",,"6544",,"2227",,"0",,"34090",
"Big Rapids Dial-A-Ride","Big Rapids","MI","50437","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","DR","Demand Response","DO","6","1.2545",,"0.132",,"60.8959",,"6.4089",,"9.5018",,"0",,"79674",,"603478",,"63512",,"9910",,"0",,"117431",
"Big Rapids Dial-A-Ride","Big Rapids","MI","50437","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","MB","Bus","DO","1","0",,"0",,"59.9194",,"11.149",,"5.3744",,"0",,"0",,"98148",,"18262",,"1638",,"0",,"22202",
"Logan Transit System","Glouster","OH","50438","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"10","DR","Demand Response","DO","10","1.541",,"0.0437",,"60.0373",,"1.7007",,"35.3008",,"0",,"26745",,"612681",,"17356",,"10205",,"0",,"140958",
"Seneca-Crawford Area Transportation","Tiffin","OH","50440","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"23","DR","Demand Response","DO","22","0.9139",,"0.0381",,"66.0309",,"2.7554",,"23.9643",,"0",,"61953",,"1624491",,"67788",,"24602",,"0",,"340444",
"Seneca-Crawford Area Transportation","Tiffin","OH","50440","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"23","MB","Bus","DO","1","0.4547",,"0.0072",,"33.2767",,"0.5238",,"63.5241",,"0",,"1009",,"140960",,"2219",,"4236",,"0",,"32262",
"Living Wells in Wabash County Council on Aging , dba: Wabash County Transit","Wabash","IN","50441","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"4","DR","Demand Response","DO","4","1.3369",,"0.0374",,"94.2583",,"2.6358",,"35.7614",,"0",,"17936",,"479775",,"13416",,"5090",,"0",,"78991",
"County of La Crosse","La Crosse","WI","50442","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","MB","Bus","PT","4","1.0807",,"0.0385",,"49.8611",,"1.7765",,"28.0671",,"0",,"18674",,"484999",,"17280",,"9727",,"0",,"304410",
"White County Council on Aging , dba: White County Public Transit","Monticello","IN","50444","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"5","DR","Demand Response","DO","5","1.5292",,"0.05",,"58.4006",,"1.9103",,"30.5719",,"0",,"15073",,"301347",,"9857",,"5160",,"0",,"50355",
"Wadena County Social Services","Wadena","MN","50446","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"8","DR","Demand Response","DO","8","2.3517",,"0.1408",,"74.5235",,"4.4625",,"16.6999",,"0",,"124704",,"885563",,"53028",,"11883",,"0",,"189053",
"Coles County, dba: Coles County Council on Aging","Charleston","IL","50447","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"17","DR","Demand Response","DO","15","0.8354",,"0.0238",,"99.7806",,"2.8398",,"35.1369",,"0",,"23911",,"1005689",,"28622",,"10079",,"0",,"163921",
"Coles County, dba: Coles County Council on Aging","Charleston","IL","50447","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"17","MB","Bus","DO","2","0.7061",,"0.0109",,"142.2936",,"2.1934",,"64.873",,"0",,"2258",,"207464",,"3198",,"1458",,"0",,"33844",
"Watonwan County","Saint James","MN","50448","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"3","DR","Demand Response","DO","3","2.0747",,"0.1239",,"75.1668",,"4.4891",,"16.7443",,"0",,"56347",,"454759",,"27159",,"6050",,"0",,"129848",
"Cedar Valley Services, Inc.","Austin","MN","50450","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","DR","Demand Response","DO","14","1.6305",,"0.0996",,"52.4366",,"3.2034",,"16.3692",,"0",,"184865",,"1855890",,"113377",,"35393",,"0",,"386411",
"Cedar Valley Services, Inc.","Austin","MN","50450","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","MB","Bus","DO","15","1.641",,"0.105",,"65.5984",,"4.196",,"15.6337",,"0",,"164766",,"1569704",,"100405",,"23929",,"0",,"267907",
"Antrim County Transportation","Bellaire","MI","50452","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","DR","Demand Response","DO","16","0.729",,"0.0236",,"81.9147",,"2.652",,"30.8874",,"0",,"16969",,"718965",,"23277",,"8777",,"0",,"181723",
"Clare County Transit","Harrison","MI","50453","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"24","DR","Demand Response","DO","24","1.9875",,"0.0557",,"76.4927",,"2.1455",,"35.6521",,"0",,"88487",,"1587301",,"44522",,"20751",,"0",,"369103",
"Miami County YMCA , dba: YMCA - Miami County Public Transit","Peru","IN","50454","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"11","DR","Demand Response","DO","11","1.044",,"0.0475",,"46.4926",,"2.1173",,"21.9589",,"0",,"29049",,"611006",,"27825",,"13142",,"0",,"202395",
"Gogebic County Transit","Ironwood","MI","50455","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"6","DR","Demand Response","DO","6","1.7438",,"0.067",,"51.7207",,"1.9864",,"26.0376",,"0",,"41735",,"623183",,"23934",,"12049",,"0",,"191921",
"Allegan County Transportation Services","Allegan","MI","50456","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"23","DR","Demand Response","PT","23","2.6783",,"0.0564",,"73.938",,"1.5563",,"47.5087",,"0",,"92356",,"1638244",,"34483",,"22157",,"0",,"504751",
"Benzie Transportation Authority","Honor","MI","50457","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"20","DR","Demand Response","DO","20","1.8051",,"0.0706",,"71.9246",,"2.8128",,"25.5709",,"0",,"145579",,"2062295",,"80650",,"28673",,"0",,"765790",
"Whiteside County","Morrison","IL","50458","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"14","DR","Demand Response","DO","14","0.9251",,"0.0469",,"51.5547",,"2.6164",,"19.7044",,"0",,"27686",,"589734",,"29929",,"11439",,"0",,"140443",
"Ludington Mass Transportation Authority","Ludington","MI","50459","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"18","DR","Demand Response","DO","18","1.1857",,"0.0732",,"64.182",,"3.9622",,"16.1984",,"0",,"147785",,"2018974",,"124640",,"31457",,"0",,"343038",
"City of Manitowoc","Manitowoc","WI","50461","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","DR","Demand Response","PT","1","0.6951",,"0.0137",,"57.3244",,"1.1268",,"50.8747",,"0",,"5128",,"375303",,"7377",,"6547",,"0",,"63071",
"City of Manitowoc","Manitowoc","WI","50461","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","MB","Bus","DO","6","0.5917",,"0.0829",,"72.8941",,"10.2148",,"7.1361",,"0",,"131631",,"1587487",,"222459",,"21778",,"0",,"361028",
"Harrison County Rural Transit","Cadiz","OH","50462","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","DR","Demand Response","DO","10","3.3362",,"0.0317",,"75.4548",,"0.7179",,"105.1071",,"0",,"43627",,"1374485",,"13077",,"18216",,"0",,"384216",
"Berrien County Public Transportation","Saint Joseph","MI","50463","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","DR","Demand Response","PT","18","1.1623",,"0.028",,"81.2313",,"1.9579",,"41.4892",,"0",,"20103",,"717597",,"17296",,"8834",,"0",,"175039",
"Pike County/Community Action Transit System","Piketon","OH","50464","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"11","DR","Demand Response","DO","9","0.9321",,"0.0341",,"14.0597",,"0.5145",,"27.3248",,"0",,"20682",,"606309",,"22189",,"43124",,"0",,"189806",
"Pike County/Community Action Transit System","Piketon","OH","50464","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"11","MB","Bus","DO","2","0.2584",,"0.0286",,"18.6025",,"2.0605",,"9.028",,"0",,"3254",,"113680",,"12592",,"6111",,"0",,"90365",
"City of Beaver Dam","Beaver Dam","WI","50466","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"13","DR","Demand Response","PT","13","2.3921",,"0.2769",,"29.2223",,"3.3832",,"8.6374",,"0",,"214317",,"773866",,"89595",,"26482",,"0",,"326079",
"Whitley County Council on Aging , dba: Whitley County Transit","Columbia City","IN","50468","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"8","DR","Demand Response","DO","8","4.9046",,"0.1744",,"62.015",,"2.205",,"28.1247",,"0",,"141325",,"810412",,"28815",,"13068",,"0",,"210511",
"City of Portage","Portage","WI","50470","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","DR","Demand Response","PT","8","4.5218",,"0.3777",,"28.8832",,"2.4125",,"11.9721",,"0",,"304973",,"807459",,"67445",,"27956",,"0",,"289170",
"Southwestern MN Opportunity Council, Inc.","Worthington","MN","50471","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"4","MB","Bus","DO","1","1.4401",,"0.0317",,"37.85",,"0.8327",,"45.4538",,"0",,"4516",,"142543",,"3136",,"3766",,"0",,"51479",
"Southwestern MN Opportunity Council, Inc.","Worthington","MN","50471","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"4","DR","Demand Response","DO","3","1.5561",,"0.082",,"59.9425",,"3.1595",,"18.972",,"0",,"17537",,"213815",,"11270",,"3567",,"0",,"18420",
"Lenawee Transportation Corporation","Adrian","MI","50473","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","DR","Demand Response","PT","10","1.1287",,"0.0549",,"59.2757",,"2.8811",,"20.5741",,"0",,"28795",,"524886",,"25512",,"8855",,"0",,"132109",
"Tri-County Action Program, Inc.","Waite Park","MN","50474","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"22","DR","Demand Response","DO","10","1.2967",,"0.0534",,"75.3046",,"3.1038",,"24.2619",,"0",,"87887",,"1644351",,"67775",,"21836",,"0",,"226307",
"Tri-County Action Program, Inc.","Waite Park","MN","50474","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"22","MB","Bus","DO","12","4.9714",,"0.2057",,"69.2366",,"2.8651",,"24.1657",,"0",,"273629",,"1330104",,"55041",,"19211",,"0",,"292963",
"Yates Township Transportation System","Idlewild","MI","50476","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","DR","Demand Response","DO","18","0.2494",,"0.0159",,"101.6556",,"6.4692",,"15.7137",,"0",,"27174",,"1711880",,"108942",,"16840",,"0",,"353843",
"City of Marinette","Marinette","WI","50478","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","DR","Demand Response","TX","4","3.3791",,"0.2424",,"39.1397",,"2.8079",,"13.9392",,"0",,"114144",,"470851",,"33779",,"12030",,"0",,"124040",
"Columbiana County/Community Action Rural Transit System","Lisbon","OH","50481","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"30","MB","Bus","DO","1","1.832",,"0.0367",,"72.5203",,"1.4547",,"49.853",,"0",,"5322",,"144823",,"2905",,"1997",,"0",,"27425",
"Columbiana County/Community Action Rural Transit System","Lisbon","OH","50481","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"30","DR","Demand Response","DO","29","1.2862",,"0.0326",,"81.6717",,"2.0718",,"39.4203",,"0",,"76174",,"2334667",,"59225",,"28586",,"0",,"847887",
"City of Prairie du Chien","Prairie Du Chien","WI","50482","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","DR","Demand Response","PT","3","2.8275",,"0.306",,"30.6196",,"3.314",,"9.2395",,"0",,"105557",,"344930",,"37332",,"11265",,"0",,"139704",
"Franklin County Senior Services , dba: Franklin County Public Transit","Brookville","IN","50483","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"7","DR","Demand Response","DO","7","0.9464",,"0.0386",,"53.7616",,"2.1914",,"24.5328",,"0",,"17542",,"454716",,"18535",,"8458",,"0",,"96898",
"Fulton County Council on Aging , dba: Fulton County Public Transit","Rochester","IN","50484","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"8","DR","Demand Response","DO","8","6.0459",,"0.3109",,"39.1888",,"2.0154",,"19.4449",,"0",,"146606",,"471520",,"24249",,"12032",,"0",,"140568",
"City of Marion , dba: Marion Transit System","Marion","IN","50485","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","MB","Bus","DO","5","0",,"0",,"99.6161",,"8.9421",,"11.1402",,"0",,"0",,"1205355",,"108199",,"12100",,"0",,"159465",
"City of Marion , dba: Marion Transit System","Marion","IN","50485","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","DR","Demand Response","DO","2","0",,"0",,"89.1838",,"3.1926",,"27.9344",,"0",,"0",,"202804",,"7260",,"2274",,"0",,"26142",
"Sault Sainte Marie, City of","Sault Sainte Marie","MI","50487","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","DO","5","1.5401",,"0.0654",,"48.4906",,"2.0604",,"23.535",,"0",,"33276",,"508521",,"21607",,"10487",,"0",,"113424",
"Paul Bunyan Transit","Bemidji","MN","50489","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"11","DR","Demand Response","DO","10","2.0895",,"0.0962",,"70.6994",,"3.255",,"21.7199",,"0",,"150244",,"1561749",,"71904",,"22090",,"0",,"289824",
"Paul Bunyan Transit","Bemidji","MN","50489","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"11","MB","Bus","DO","1","1.4233",,"0.3648",,"31.6103",,"8.1032",,"3.901",,"0",,"4025",,"11032",,"2828",,"349",,"0",,"3697",
"City of Reedsburg","Reedsburg","WI","50490","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","PT","5","5.3677",,"0.5272",,"29.6408",,"2.911",,"10.1824",,"0",,"196958",,"373622",,"36693",,"12605",,"0",,"122067",
"City of Medford","Medford","WI","50491","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","DR","Demand Response","PT","3","2.7044",,"0.1266",,"33.8896",,"1.587",,"21.354",,"0",,"22387",,"176768",,"8278",,"5216",,"0",,"29638",
"Alma-Dial-A-Ride","Alma","MI","50492","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"15","DR","Demand Response","DO","15","1.4222",,"0.0805",,"61.8779",,"3.5022",,"17.6683",,"0",,"95383",,"1184961",,"67067",,"19150",,"0",,"276347",
"West Central Indiana Economic Development District","Terre Haute","IN","50493","MPO, COG or Other Planning Agency","Rural Reporter","2022",,,,"6","DR","Demand Response","DO","6","2.2391",,"0.0202",,"192.013",,"1.7352",,"110.656",,"0",,"6574",,"324886",,"2936",,"1692",,"0",,"25104",
"Dowagiac Dial-A--Ride","Dowagiac","MI","50494","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","DR","Demand Response","PT","2","1.4295",,"0.0984",,"63.4934",,"4.3691",,"14.5323",,"0",,"21760",,"221211",,"15222",,"3484",,"0",,"40701",
"Interurban Transit Authority","Douglas","MI","50495","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"7","DR","Demand Response","DO","7","0.8788",,"0.0503",,"78.9064",,"4.5203",,"17.4558",,"0",,"51555",,"1024047",,"58665",,"12978",,"0",,"160415",
"Shelby County","Shelbyville","IL","50496","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"29","DR","Demand Response","DO","29","0.7004",,"0.0249",,"54.1514",,"1.9238",,"28.148",,"0",,"37531",,"1508225",,"53582",,"27852",,"0",,"318356",
"Shelby Public Transit","Sidney","OH","50497","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"11","DR","Demand Response","DO","11","1.7372",,"0.059",,"66.1158",,"2.2458",,"29.4403",,"0",,"46656",,"790679",,"26857",,"11959",,"0",,"152005",
"Paul Philippe Resource Center  , dba: Clinton County Transit","Frankfort","IN","50499","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"7","DR","Demand Response","DO","7","0.599",,"0.0364",,"54.797",,"3.3299",,"16.4561",,"0",,"19517",,"536189",,"32583",,"9785",,"0",,"94876",
"City of Rhinelander","Rhinelander","WI","50500","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","DR","Demand Response","PT","6","4.4304",,"0.3874",,"28.3905",,"2.4826",,"11.4359",,"0",,"260332",,"671975",,"58760",,"23669",,"0",,"275213",
"City of Seymour, dba: Seymour Public Transit","Seymour","IN","50501","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"3","DR","Demand Response","DO","3","1.6146",,"0.128",,"51.1779",,"4.0575",,"12.6131",,"0",,"48060",,"375441",,"29766",,"7336",,"0",,"85179",
"City of Galesburg","Galesburg","IL","50502","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","DR","Demand Response","DO","6","1.0723",,"0.0149",,"106.1209",,"1.4782",,"71.7928",,"0",,"13495",,"903513",,"12585",,"8514",,"0",,"110994",
"City of Galesburg","Galesburg","IL","50502","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","MB","Bus","DO","4","0.426",,"0.0284",,"94.679",,"6.3026",,"15.0223",,"0",,"34708",,"1223821",,"81467",,"12926",,"0",,"184688",
"Crawford County Transportation Authority","Grayling","MI","50503","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"17","DR","Demand Response","DO","17","2.0622",,"0.102",,"74.5857",,"3.689",,"20.2184",,"0",,"182333",,"1787670",,"88418",,"23968",,"0",,"426134",
"Productive Alternatives","Fergus Falls","MN","50504","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"18","MB","Bus","DO","6","0.1554",,"0.0046",,"92.7965",,"2.7717",,"33.4796",,"0",,"5715",,"1230945",,"36767",,"13265",,"0",,"133390",
"Productive Alternatives","Fergus Falls","MN","50504","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"18","DR","Demand Response","DO","12","0.434",,"0.0252",,"54.3634",,"3.1565",,"17.2225",,"0",,"25380",,"1007136",,"58478",,"18526",,"0",,"168607",
"City of Merrill","Merrill","WI","50505","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","MB","Bus","DO","4","1.2294",,"0.1336",,"58.6132",,"6.3676",,"9.2049",,"0",,"55473",,"415333",,"45121",,"7086",,"0",,"44825",
"City of Berlin","Berlin","WI","50506","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","DR","Demand Response","PT","4","2.6282",,"0.1594",,"33.2153",,"2.0142",,"16.4909",,"0",,"47875",,"300399",,"18216",,"9044",,"0",,"69367",
"Sawyer County/LCO Transit Commission, dba: Namekagon Transit","Hayward","WI","50507","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"14","DR","Demand Response","DO","14","4.0388",,"0.1319",,"59.5621",,"1.9449",,"30.6251",,"0",,"274179",,"2079016",,"67886",,"34905",,"0",,"682768",
"Three Rivers Community Action, Inc.","Zumbrota","MN","50510","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"21","DR","Demand Response","DO","12","2.7042",,"0.0938",,"71.8678",,"2.4916",,"28.8445",,"0",,"195665",,"2087042",,"72355",,"29040",,"0",,"239714",
"Three Rivers Community Action, Inc.","Zumbrota","MN","50510","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"21","MB","Bus","DO","9","1.761",,"0.0905",,"73.479",,"3.7768",,"19.4555",,"0",,"183620",,"2028609",,"104269",,"27608",,"0",,"313022",
"ALTRAN Transit Authority","Munising","MI","50511","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"15","DR","Demand Response","DO","15","5.2641",,"0.239",,"58.9117",,"2.675",,"22.0229",,"0",,"266916",,"1116672",,"50705",,"18955",,"0",,"325366",
"City of Mauston","Mauston","WI","50513","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2","DR","Demand Response","PT","2","3.1273",,"0.292",,"27.5268",,"2.5702",,"10.7099",,"0",,"69424",,"237749",,"22199",,"8637",,"0",,"73974",
"Ionia Dial-A-Ride","Ionia","MI","50514","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","DR","Demand Response","DO","8","1.5329",,"0.1117",,"64.0442",,"4.6673",,"13.7219",,"0",,"80927",,"724404",,"52792",,"11311",,"0",,"145082",
"University of Minnesota Transit","Minneapolis","MN","50515","University","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","22","MB","Bus","PT","19","0",,"0",,"125.8563",,"42.575",,"2.9561",,"1.493",,"0",,"5985346",,"2024740",,"47557",,"4008985",,"546331",
"University of Minnesota Transit","Minneapolis","MN","50515","University","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","22","DR","Demand Response","DO","3","0","W","0",,"340.9683","W","2.7358","W","124.6308","W","65.8926","W","0",,"300734",,"2413","W","882","W","4564","W","9996","W"
"City of Plymouth","Minneapolis","MN","50516","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","17","MB","Bus","PT","12","2.1597",,"0.0698",,"184.7416",,"5.9719",,"30.9354",,"2.6877",,"215345",,"3084630",,"99712",,"16697",,"1147685",,"344813",
"City of Plymouth","Minneapolis","MN","50516","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","17","DR","Demand Response","PT","5","2.4823",,"0.0722",,"98.026",,"2.851",,"34.3824",,"5.7689",,"83290",,"1153668",,"33554",,"11769",,"199982",,"192717",
"City of Maple Grove","Maple Grove","MN","50517","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","9","DR","Demand Response","PT","9","2.1494",,"0.0556",,"90.6161",,"2.3453",,"38.6379",,"6.693",,"75921",,"1364769",,"35322",,"15061",,"203910",,"237069",
