"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"City of Rochester, Minnesota, dba: Rochester Public Transit","Rochester","MN","50092","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","75637","Rochester, MN","121587","53","DR","Demand Response","TX","3","2.7515",,"0.0939",,"113.2835",,"3.868",,"29.2877",,"5.4321",,"5481",,"58341",,"1992",,"515",,"10740",,"9885",
"City of Rochester, Minnesota, dba: Rochester Public Transit","Rochester","MN","50092","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","75637","Rochester, MN","121587","53","MB","Bus","PT","41","1.834",,"0.1006",,"108.2405",,"5.9385",,"18.227",,"4.2778",,"1193850",,"11864781",,"650944",,"109615",,"2773581",,"1538723",
"Lima Allen County Regional Transit Authority","Lima","OH","50093","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","49852","Lima, OH","68630","16","DR","Demand Response","DO","8","5.8673",,"0.1553",,"108.2793",,"2.8668",,"37.7696",,"0",,"284722",,"1832844",,"48527",,"16927",,,,"212290",
"Lima Allen County Regional Transit Authority","Lima","OH","50093","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","49852","Lima, OH","68630","16","MB","Bus","DO","8","0.7408",,"0.0552",,"94.6513",,"7.049",,"13.4276",,"0",,"132250",,"2397140",,"178524",,"25326",,,,"508999",
"Lorain County, dba: Lorain County Transit","Elyria","OH","50095","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","51364","Lorain--Elyria, OH","199067","27","DR","Demand Response","PT","24","1.5908",,"0.02",,"110.9458",,"1.3933",,"79.628",,"0",,"65851",,"3296201",,"41395",,"29710",,,,"436879",
"Lorain County, dba: Lorain County Transit","Elyria","OH","50095","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","51364","Lorain--Elyria, OH","199067","27","MB","Bus","PT","3","1.2144",,"0.0344",,"108.7068",,"3.0819",,"35.2722",,"0",,"33889",,"984340",,"27907",,"9055",,,,"126252",
"City of Waukesha, dba: Waukesha Metro Transit","Waukesha","WI","50096","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","57466","Milwaukee, WI","1306795","25","CB","Commuter Bus","PT","7","3.4877",,"0.0537",,"191.5867",,"2.9486",,"64.9747",,"3.214",,"52459",,"977284",,"15041",,"5101",,"304068",,"125604",
"City of Waukesha, dba: Waukesha Metro Transit","Waukesha","WI","50096","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","57466","Milwaukee, WI","1306795","25","DR","Demand Response","DO","2","3.2026",,"0.0689",,"105.0419",,"2.2612",,"46.4533",,"8.5001",,"32878",,"476890",,"10266",,"4540",,"56104",,"51138",
"City of Waukesha, dba: Waukesha Metro Transit","Waukesha","WI","50096","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","57466","Milwaukee, WI","1306795","25","MB","Bus","DO","16","0.7535",,"0.0563",,"97.9724",,"7.3213",,"13.3818",,"3.571",,"304777",,"5412780",,"404488",,"55248",,"1515747",,"750506",
"City of Michigan, dba: Michigan City Transit","Michigan City","IN","50098","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","56656","Michigan City--La Porte, IN--MI","71367","7","CB","Commuter Bus","DO","1","0.5954",,"0.0112",,"53.9487",,"1.0152",,"53.1417",,"0",,"836",,"74611",,"1404",,"1383",,,,"27750",
"City of Michigan, dba: Michigan City Transit","Michigan City","IN","50098","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","56656","Michigan City--La Porte, IN--MI","71367","7","DR","Demand Response","DO","2","1.8399",,"0.0466",,"130.4421",,"3.3019",,"39.505",,"0",,"7928",,"170227",,"4309",,"1305",,,,"16569",
"City of Michigan, dba: Michigan City Transit","Michigan City","IN","50098","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","56656","Michigan City--La Porte, IN--MI","71367","7","MB","Bus","DO","4","0.5613",,"0.0434",,"111.7953",,"8.6512",,"12.9225",,"0",,"66513",,"1531372",,"118504",,"13698",,,,"197857",
"City of Eau Claire, dba: Eau Claire Transit","Eau Claire","WI","50099","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","26038","Eau Claire, WI","105475","42","DR","Demand Response","PT","26","7.6595",,"0.2298",,"50.6252",,"1.5186",,"33.3361",,"3.5802",,"281563",,"1225434",,"36760",,"24206",,"342280",,"327729",
"City of Eau Claire, dba: Eau Claire Transit","Eau Claire","WI","50099","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","26038","Eau Claire, WI","105475","42","MB","Bus","DO","16","1.1857",,"0.1683",,"98.6195",,"13.9971",,"7.0457",,"3.4702",,"816577",,"4852374",,"688698",,"49203",,"1398286",,"714282",
"North Township of Lake County, dba: Dial-A-Ride","Hammond","IN","50103","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","16264","Chicago, IL--IN","8671746","6","DR","Demand Response","DO","6","0",,"0",,"68.7706",,"1.0267",,"66.9817",,"0",,"0",,"406847",,"6074",,"5916",,,,"54365",
"Northern Indiana Commuter Transportation District, dba: South Shore Line","Chesterton","IN","50104","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","70","CR","Commuter Rail","DO","70","6.5124",,"0.1775",,"682.0607",,"18.5894",,"36.6909",,"1.1251",,"11536736",,"64998341",,"1771513",,"95297",,"57773167",,"3684700",
"City of Janesville, dba: Janesville Transit System","Janesville","WI","50108","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","42562","Janesville, WI","72285","16","DR","Demand Response","PT","2","8.2704",,"0.3877",,"76.7411",,"3.5975",,"21.3316",,"0",,"57810",,"149108",,"6990",,"1943",,,,"32027",
"City of Janesville, dba: Janesville Transit System","Janesville","WI","50108","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","42562","Janesville, WI","72285","16","MB","Bus","DO","14","1.0139",,"0.1093",,"128.2346",,"13.8294",,"9.2726",,"0",,"407616",,"3727652",,"402008",,"29069",,,,"422432",
"City of Beloit, dba: Beloit Transit System","Beloit","WI","50109","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","06760","Beloit, WI--IL","63073","10","DR","Demand Response","PT","3","9.3319",,"0.5241",,"69.1457",,"3.8837",,"17.804",,"0",,"29610",,"56492",,"3173",,"817",,,,"13245",
"City of Beloit, dba: Beloit Transit System","Beloit","WI","50109","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","06760","Beloit, WI--IL","63073","10","MB","Bus","DO","7","0.6685",,"0.0409",,"121.9602",,"7.462",,"16.3441",,"0",,"94855",,"2319195",,"141898",,"19016",,,,"298448",
"Bloomington Public Transportation Corporation, dba: Bloomington Transit","Bloomington","IN","50110","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","08380","Bloomington, IN","110103","55","DR","Demand Response","DO","8","1.8462",,"0.06",,"79.7568",,"2.5915",,"30.7759",,"9.0681",,"57161",,"952854",,"30961",,"11947",,"105078",,"123673",
"Bloomington Public Transportation Corporation, dba: Bloomington Transit","Bloomington","IN","50110","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","08380","Bloomington, IN","110103","55","DR","Demand Response","TN","21","2",,"0.2572",,"71.1239",,"9.1478",,"7.775",,"3.626",,"36774",,"142959",,"18387",,"2010",,"39426",,"38746",
"Bloomington Public Transportation Corporation, dba: Bloomington Transit","Bloomington","IN","50110","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","08380","Bloomington, IN","110103","55","MB","Bus","DO","26","0.8696",,"0.2246",,"112.3662",,"29.0149",,"3.8727",,"2.5436",,"2214487",,"9861706",,"2546466",,"87764",,"3877115",,"966598",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","945","DR","Demand Response","DO","8","0.8693",,"0.025",,"69.3211",,"1.9947",,"34.7521",,"4.7859",,"36878",,"1474321",,"42424",,"21268",,"308056",,"234149",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","945","DR","Demand Response","PT","91","2.6277",,"0.0435",,"118.4202",,"1.962",,"60.3567",,"8.402",,"837918",,"19246244",,"318875",,"162525",,"2290685",,"2589042",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","945","DR","Demand Response","TN","6","4.444",,"0.1158",,"142.1029",,"3.7021",,"38.384",,"9.8999",,"28446",,"245696",,"6401",,"1729",,"24818",,"24420",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","945","DR","Demand Response","TX","23","5.6367",,"0.1077",,"120.7354",,"2.3077",,"52.3189",,"5.7698",,"216034",,"2005174",,"38326",,"16608",,"347531",,"326934",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","945","MB","Bus","DO","491","1.1326",,"0.0801",,"146.3633",,"10.3559",,"14.1333",,"2.3624",,"18576791",,"231814797",,"16402061",,"1583831",,"98126424",,"22542179",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","945","MB","Bus","PT","27","1.1813",,"0.0746",,"137.9039",,"8.7139",,"15.8257",,"3.3834",,"666580",,"8930104",,"564280",,"64756",,"2639386",,"899690",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","945","VP","Vanpool","DO","299","1.8563",,"0.2599",,"43.4673",,"6.0865",,"7.1416",,"0.4152",,"991118",,"3812952",,"533908",,"87720",,"9183935",,"2831522",
"Laketran","Painesville","OH","50117","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","17668","Cleveland, OH","1712178","116","CB","Commuter Bus","DO","13","2.6888",,"0.1203",,"108.8011",,"4.8665",,"22.3573",,"1.0312",,"177273",,"1474037",,"65931",,"13548",,"1429384",,"364883",
"Laketran","Painesville","OH","50117","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","17668","Cleveland, OH","1712178","116","DR","Demand Response","DO","84","8.16",,"0.1411",,"112.0681",,"1.9377",,"57.8353",,"6.3378",,"2251292",,"15956479",,"275895",,"142382",,"2517654",,"2480558",
"Laketran","Painesville","OH","50117","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","17668","Cleveland, OH","1712178","116","MB","Bus","DO","19","0.9512",,"0.0401",,"111.623",,"4.7065",,"23.7168",,"2.3575",,"342365",,"8536706",,"359943",,"76478",,"3621026",,"1172354",
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra","Chicago","IL","50118","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","951","CR","Commuter Rail","DO","447","4.4978",,"0.1093",,"832.616",,"20.2316",,"41.1541",,"1.9092",,"65206300",,"596631831",,"14497490",,"716575",,"312497564",,"20336280",
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra","Chicago","IL","50118","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","951","CR","Commuter Rail","PT","504","4.8037",,"0.2518",,"496.3252",,"26.019",,"19.0755",,"0.8721",,"98738316",,"392086455",,"20554453",,"789979",,"449613468",,"23774358",
"City of Detroit, dba: Detroit Department of Transportation","Detroit","MI","50119","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","23824","Detroit, MI","3776890","261","DR","Demand Response","PT","83","2.3146",,"0.0663",,"56.1947",,"1.6096",,"34.9122",,"3.8072",,"698139",,"10530541",,"301629",,"187394",,"2765976",,"3075828",
"City of Detroit, dba: Detroit Department of Transportation","Detroit","MI","50119","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","23824","Detroit, MI","3776890","261","MB","Bus","DO","178","0.6174",,"0.0724",,"188.8558",,"22.1497",,"8.5264",,"1.5635",,"7938668",,"109628702",,"12857631",,"580489",,"70116264",,"9132113",
"Opportunity Enterprises, Inc., dba: Opportunity Enterprises","Valparaiso","IN","50131","Private-Non-Profit Corporation","Reduced Reporter","2024","90095","Valparaiso--Shorewood Forest, IN","51867","15","DR","Demand Response","DO","15","13.7883",,"0.6779",,"66.7481",,"3.2816",,"20.3402",,"0",,"711199",,"1049147",,"51580",,"15718",,,,"280979",
"Twin Cities Area Transportation Authority","Benton Harbor","MI","50132","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","07138","Benton Harbor--Lincoln--St. Joseph, MI","61888","17","DR","Demand Response","DO","14","2.6964",,"0.1139",,"42.7643",,"1.8071",,"23.6644",,"0",,"129520",,"1136719",,"48035",,"26581",,,,"324026",
"Twin Cities Area Transportation Authority","Benton Harbor","MI","50132","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","07138","Benton Harbor--Lincoln--St. Joseph, MI","61888","17","MB","Bus","DO","3","0.3411",,"0.0546",,"59.156",,"9.4703",,"6.2464",,"0",,"42529",,"778907",,"124696",,"13167",,,,"158149",
"City of Chippewa Falls, dba: Chippewa Falls Shared Ride Taxi","Chippewa Falls","WI","50133","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","26038","Eau Claire, WI","105475","8","DR","Demand Response","PT","8","3.5479",,"0.26",,"37.4586",,"2.7454",,"13.6441",,"0",,"156625",,"602334",,"44146",,"16080",,,,"173197",
"Detroit Transportation Corporation, dba: Detroit People Mover","Detroit","MI","50141","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","23824","Detroit, MI","3776890","6","MG","Monorail/Automated Guideway","DO","6","0.1783",,"0.009",,"888.4417",,"44.8241",,"19.8206",,"14.1576",,"185448",,"20618955",,"1040277",,"23208",,"1456388",,"269195",
"Steel Valley Regional Transit Authority, dba: Steel Valley RTA","Steubenville","OH","50142","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","84859","Steubenville--Weirton, OH--WV--PA","64981","11","DR","Demand Response","DO","1","0.8571",,"0.0994",,"24.9237",,"2.8918",,"8.6188",,"0",,"3413",,"34320",,"3982",,"1377",,,,"27294",
"Steel Valley Regional Transit Authority, dba: Steel Valley RTA","Steubenville","OH","50142","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","84859","Steubenville--Weirton, OH--WV--PA","64981","11","MB","Bus","DO","10","0.3329",,"0.0267",,"83.5064",,"6.7015",,"12.4608",,"0",,"56783",,"2125321",,"170560",,"25451",,,,"372565",
"City of Kokomo","Kokomo","IN","50145","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","45694","Kokomo, IN","62576","30","DR","Demand Response","DO","25","0",,"0",,"62.6594",,"3.0399",,"20.6125",,"5.1641",,,,"1687793",,"81882",,"26936",,"326830",,"332163",
"City of Kokomo","Kokomo","IN","50145","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","45694","Kokomo, IN","62576","30","MB","Bus","DO","5","0",,"0",,"79.7674",,"22.1274",,"3.6049",,"0.8549",,,,"960160",,"266348",,"12037",,"1123189",,"169505",
"Madison County Transit District","Pontoon Beach","IL","50146","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","77770","St. Louis, MO--IL","2156323","122","DR","Demand Response","PT","17","2.6271",,"0.0373",,"126.6701",,"1.7972",,"70.4804",,"7.124",,"135853",,"3644680",,"51712",,"28773",,"511608",,"506888",
"Madison County Transit District","Pontoon Beach","IL","50146","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","77770","St. Louis, MO--IL","2156323","122","MB","Bus","PT","74","1.1111",,"0.0595",,"147.1211",,"7.8825",,"18.6643",,"3.3774",,"1696131",,"28491035",,"1526502",,"193657",,"8435788",,"3287971",
"Madison County Transit District","Pontoon Beach","IL","50146","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","77770","St. Louis, MO--IL","2156323","122","VP","Vanpool","DO","31","4.7249",,"0.2064",,"84.1563",,"3.6757",,"22.8952",,"0.4757",,"228259",,"1106066",,"48310",,"13143",,"2325342",,"567930",
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","50148","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71155","Port Huron, MI","82226","221","CB","Commuter Bus","DO","3","0.348",,"0.0062",,"118.5378",,"2.1188",,"55.9451",,"2.1913",,"2656",,"426973",,"7632",,"3602",,"194845",,"99091",
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","50148","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71155","Port Huron, MI","82226","221","DR","Demand Response","DO","25","7.1557",,"0.1975",,"119.35",,"3.2936",,"36.237",,"3.5077",,"1436719",,"7275695",,"200781",,"60961",,"2074224",,"939409",
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","50148","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71155","Port Huron, MI","82226","221","DR","Demand Response","PT","184","8.7521",,"0.6145",,"51.3712",,"3.607",,"14.242",,"0.8507",,"2112496",,"3437606",,"241371",,"66917",,"4041078",,"1174871",
"Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","50148","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","71155","Port Huron, MI","82226","221","MB","Bus","DO","9","0.348",,"0.0529",,"117.1841",,"17.7984",,"6.584",,"1.9989",,"203449",,"3848679",,"584553",,"32843",,"1925363",,"390176",
"Michiana Area Council of Governments","South Bend","IN","50149","MPO, COG or Other Planning Agency","Full Reporter","2024","26794","Elkhart, IN--MI","148199","27","DR","Demand Response","PT","10","1.8293",,"0.0451",,"75.5866",,"1.8635",,"40.5618",,"7.1877",,"56887",,"1261390",,"31098",,"16688",,"175494",,"251156",
"Michiana Area Council of Governments","South Bend","IN","50149","MPO, COG or Other Planning Agency","Full Reporter","2024","26794","Elkhart, IN--MI","148199","27","MB","Bus","PT","9","0.4562",,"0.0532",,"97.139",,"11.3208",,"8.5806",,"1.7291",,"186553",,"3508659",,"408908",,"36120",,"2029168",,"615673",
"Michiana Area Council of Governments","South Bend","IN","50149","MPO, COG or Other Planning Agency","Full Reporter","2024","26794","Elkhart, IN--MI","148199","27","VP","Vanpool","PT","8","3.8108",,"0.9299",,"22.5612",,"5.5054",,"4.098",,"0.1165",,"31218",,"33571",,"8192",,"1488",,"288044",,"45166",
"City of Onalaska, dba: DriftLink Public Transit","Onalaska","WI","50152","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","45910","La Crosse, WI--MN","98872","9","DR","Demand Response","PT","9","4.6517",,"0.2861",,"32.2599",,"1.9844",,"16.2565",,"0",,"291739",,"1019541",,"62716",,"31604",,,,"493701",
"Metropolitan Council","Saint Paul","MN","50154","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","57628","Minneapolis--St. Paul, MN","2914866","690","DR","Demand Response","PT","571","2.8758",,"0.0532",,"81.8688",,"1.5151",,"54.0349",,"4.7754",,"6384444",,"119959754",,"2220041",,"1465269",,"25120555",,"25141982",
"Metropolitan Council","Saint Paul","MN","50154","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","57628","Minneapolis--St. Paul, MN","2914866","690","MB","Bus","PT","66","0.2557",,"0.0208",,"96.1698",,"7.8389",,"12.2682",,"2.8227",,"528246",,"25347959",,"2066150",,"263575",,"8980182",,"3719193",
"Metropolitan Council","Saint Paul","MN","50154","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","57628","Minneapolis--St. Paul, MN","2914866","690","VP","Vanpool","PT","53","7.7157",,"0.7622",,"38.1607",,"3.7695",,"10.1236",,"0.34",,"600328",,"787676",,"77806",,"20641",,"2316985",,"1046626",
"Butler County Regional Transit Authority, dba: BCRTA","Hamilton","OH","50157","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16885","Cincinnati, OH--KY","1686744","47","CB","Commuter Bus","DO","4","1.7713",,"0.0684",,"106.6176",,"4.1178",,"25.8922",,"0.97",,"58410",,"853794",,"32975",,"8008",,"880199",,"234866",
"Butler County Regional Transit Authority, dba: BCRTA","Hamilton","OH","50157","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16885","Cincinnati, OH--KY","1686744","47","DR","Demand Response","DO","26","6.6409",,"0.094",,"127.4407",,"1.8043",,"70.6317",,"8.6129",,"452770",,"4815601",,"68179",,"37787",,"559116",,"713595",
"Butler County Regional Transit Authority, dba: BCRTA","Hamilton","OH","50157","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16885","Cincinnati, OH--KY","1686744","47","MB","Bus","DO","17","0",,"0",,"106.7342",,"11.918",,"8.9557",,"2.1741",,,,"4329354",,"483417",,"40562",,"1991340",,"562309",
"University of Michigan Parking and Transportation Services","Ann Arbor","MI","50158","University","Full Reporter","2024","02602","Ann Arbor, MI","317689","46","MB","Bus","DO","46","0",,"0",,"112.581",,"37.772",,"2.9805",,"1.4587",,,,"13612510",,"4567120",,"120913",,"9331788",,"1170623",
"River Valley Metro Mass Transit District","Bourbonnais","IL","50159","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","43885","Kankakee, IL","66530","19","CB","Commuter Bus","PT","2","0.7409",,"0.0266",,"101.4682",,"3.649",,"27.8074",,"0.5793",,"23822",,"894036",,"32151",,"8811",,"1543248",,"312816",
"River Valley Metro Mass Transit District","Bourbonnais","IL","50159","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","43885","Kankakee, IL","66530","19","DR","Demand Response","PT","3","0.7283",,"0.0166",,"115.9526",,"2.643",,"43.8716",,"6.5893",,"14342",,"863963",,"19693",,"7451",,"131116",,"114442",
"River Valley Metro Mass Transit District","Bourbonnais","IL","50159","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","43885","Kankakee, IL","66530","19","MB","Bus","PT","14","0.4269",,"0.0295",,"125.7076",,"8.6751",,"14.4906",,"3.0474","W","232736",,"7900094",,"545186",,"62845",,"2592387","W","911490",
"County of Washington, dba: Washington County Transit","West Bend","WI","50160","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","57466","Milwaukee, WI","1306795","28","DR","Demand Response","PT","28","7.4358",,"0.186",,"55.718",,"1.3941",,"39.9684",,"0",,"435916",,"2343110",,"58624",,"42053",,,,"797454",
"Ozaukee County, dba: Ozaukee County Transit","Port Washington","WI","50161","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","57466","Milwaukee, WI","1306795","31","CB","Commuter Bus","PT","4","4.2961",,"0.0658",,"286.071",,"4.3847",,"65.243",,"2.3035",,"16991",,"258036",,"3955",,"902",,"112018",,"25537",
"Ozaukee County, dba: Ozaukee County Transit","Port Washington","WI","50161","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","57466","Milwaukee, WI","1306795","31","DR","Demand Response","PT","27","3.9302",,"0.1315",,"64.3788",,"2.1548",,"29.877",,"3.8716",,"367095",,"2790628",,"93404",,"43347",,"720797",,"846557",
"City of La Porte, Indiana, dba: TransPorte","La Porte","IN","50162","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","56656","Michigan City--La Porte, IN--MI","71367","4","DR","Demand Response","DO","4","2.5316",,"0.1675",,"53.4008",,"3.5329",,"15.1152",,"0",,"77570",,"463145",,"30641",,"8673",,,,"97616",
"Licking County, Ohio, dba: Licking County Transit","Newark","OH","50163","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","61705","Newark, OH","81223","21","DR","Demand Response","DO","18","6.6175",,"0.1246",,"87.5521",,"1.6488",,"53.1002",,"5.3531",,"480664",,"3856931",,"72635",,"44053",,"720502",,"874928",
"Licking County, Ohio, dba: Licking County Transit","Newark","OH","50163","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","61705","Newark, OH","81223","21","MB","Bus","DO","3","0",,"0",,"59.3043","W","4.3452","W","13.6483",,"2.7756",,,,"515236",,"37751",,"8688","W","185631",,"123608","W"
"City of Sandusky, dba: Sandusky Transit System","Sandusky","OH","50164","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","78774","Sandusky--Port Clinton, OH","61743","14","DR","Demand Response","PT","8","8.6695",,"0.1823",,"77.0168",,"1.6198",,"47.5477",,"0",,"188285",,"1032641",,"21718",,"13408",,,,"196516",
"City of Sandusky, dba: Sandusky Transit System","Sandusky","OH","50164","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","78774","Sandusky--Port Clinton, OH","61743","14","MB","Bus","PT","6","1.2558",,"0.2007",,"76.4647",,"12.2196",,"6.2576",,"0",,"519098",,"2586648",,"413364",,"33828",,,,"514313",
"Greene County Transit Board, dba: Greene CATS Public Transit","Xenia","OH","50165","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","22528","Dayton, OH","674046","21","DR","Demand Response","PT","21","14.3399",,"0.24",,"92.8341",,"1.5534",,"59.7602",,"6.465",,"947812",,"3949907",,"66096",,"42548",,"610972",,"761792",
"Clermont County, Ohio","Batavia","OH","50166","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","16885","Cincinnati, OH--KY","1686744","40","DR","Demand Response","DO","15","21.0955",,"0.2416",,"130.6999","Q","1.4968","Q","87.3184",,"8.8276",,"243294",,"1007043",,"11533",,"7705","Q","114079",,"97194",
"Clermont County, Ohio","Batavia","OH","50166","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","16885","Cincinnati, OH--KY","1686744","40","DR","Demand Response","PT","19","0",,"0",,"33.5734",,"1.2284",,"27.3303",,"1.9452",,,,"988836",,"36181",,"29453",,"508348",,"496381",
"Clermont County, Ohio","Batavia","OH","50166","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","16885","Cincinnati, OH--KY","1686744","40","MB","Bus","DO","6","2.6869",,"0.0524",,"137.5104",,"2.6795",,"51.3201",,"4.4199",,"30569",,"583869",,"11377",,"4246",,"132101",,"130891",
"South Lake County Community Services, Inc., dba: Lake County Community Services, Inc","Crown Point","IN","50167","Private-Non-Profit Corporation","Reduced Reporter","2024","16264","Chicago, IL--IN","8671746","14","DR","Demand Response","DO","14","2.7962",,"0.0733",,"54.8679",,"1.4378",,"38.1598",,"0",,"88391",,"1206270",,"31611",,"21985",,,,"264168",
"Miami County, Ohio, dba: Miami County Public Transit","Troy","OH","50169","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"18","DR","Demand Response","PT","18","2.467",,"0.0548",,"75.1686",,"1.6691",,"45.0352",,"0",,"103435",,"1888236",,"41928",,"25120",,,,"438284",
